# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
rRNA		GCA_002762255.1	Primary Assembly	chromosome	variant8	CM008594.1	19294	20833	+				16S ribosomal RNA			MAGCAS_88	1540		
gene	rRNA	GCA_002762255.1	Primary Assembly	chromosome	variant8	CM008594.1	21015	23696	+							MAGCAS_89	2682		
rRNA		GCA_002762255.1	Primary Assembly	chromosome	variant8	CM008594.1	21015	23696	+				23S ribosomal RNA			MAGCAS_89	2682		
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant8	CM008594.1	24864	25775	+					ribD		MAGCAS_90	912		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant8	CM008594.1	24864	25775	+	PIM95086.1			Riboflavin biosynthesis protein RibD	ribD		MAGCAS_90	912	303	
gene	rRNA	GCA_002762255.1	Primary Assembly	chromosome	variant9	CM008595.1	161	1671	+							MAGCAS_92	1511		
rRNA		GCA_002762255.1	Primary Assembly	chromosome	variant9	CM008595.1	161	1671	+				16S ribosomal RNA			MAGCAS_92	1511		
gene	rRNA	GCA_002762255.1	Primary Assembly	chromosome	variant9	CM008595.1	1837	4545	+							MAGCAS_91	2709		
rRNA		GCA_002762255.1	Primary Assembly	chromosome	variant9	CM008595.1	1837	4545	+				23S ribosomal RNA			MAGCAS_91	2709		
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant9	CM008595.1	5934	6782	+					fpr		MAGCAS_93	849		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant9	CM008595.1	5934	6782	+	PIM95078.1			Ferredoxin--NADP reductase	fpr		MAGCAS_93	849	282	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant9	CM008595.1	10967	11614	+					hisI		MAGCAS_94	648		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant9	CM008595.1	10967	11614	+	PIM95079.1			Phosphoribosyl-AMP cyclohydrolase	hisI		MAGCAS_94	648	215	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant10	CM008568.1	7234	8451	+					rpoD		MAGCAS_95	1218		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant10	CM008568.1	7234	8451	+	PIM95074.1			RNA polymerase sigma factor rpoD	rpoD		MAGCAS_95	1218	405	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant10	CM008568.1	12456	16421	+					rpoB		MAGCAS_96	3966		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant10	CM008568.1	12456	16421	+	PIM95075.1			DNA-directed RNA polymerase subunit beta	rpoB		MAGCAS_96	3966	1321	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant10	CM008568.1	16447	20421	+					rpoC		MAGCAS_97	3975		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant10	CM008568.1	16447	20421	+	PIM95076.1			DNA-directed RNA polymerase subunit beta'	rpoC		MAGCAS_97	3975	1324	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant10	CM008568.1	22092	22973	-					prs		MAGCAS_98	882		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant10	CM008568.1	22092	22973	-	PIM95077.1			Ribose-phosphate pyrophosphokinase	prs		MAGCAS_98	882	293	
gene	rRNA	GCA_002762255.1	Primary Assembly	chromosome	variant11	CM008569.1	275	1785	+							MAGCAS_100	1511		
rRNA		GCA_002762255.1	Primary Assembly	chromosome	variant11	CM008569.1	275	1785	+				16S ribosomal RNA			MAGCAS_100	1511		
gene	rRNA	GCA_002762255.1	Primary Assembly	chromosome	variant11	CM008569.1	1951	4659	+							MAGCAS_99	2709		
rRNA		GCA_002762255.1	Primary Assembly	chromosome	variant11	CM008569.1	1951	4659	+				23S ribosomal RNA			MAGCAS_99	2709		
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant11	CM008569.1	11108	11743	+					hisI		MAGCAS_101	636		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant11	CM008569.1	11108	11743	+	PIM95072.1			Phosphoribosyl-AMP cyclohydrolase	hisI		MAGCAS_101	636	211	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant11	CM008569.1	18982	19455	+					cobP		MAGCAS_102	474		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant11	CM008569.1	18982	19455	+	PIM95073.1			Adenosylcobinamide kinase	cobP		MAGCAS_102	474	157	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant12	CM008570.1	6776	7270	-					ribC		MAGCAS_103	495		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant12	CM008570.1	6776	7270	-	PIM95070.1			Riboflavin synthase alpha chain	ribC		MAGCAS_103	495	164	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant12	CM008570.1	11809	12684	-					fpr		MAGCAS_104	876		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant12	CM008570.1	11809	12684	-	PIM95071.1			Ferredoxin--NADP reductase	fpr		MAGCAS_104	876	291	
gene	rRNA	GCA_002762255.1	Primary Assembly	chromosome	variant12	CM008570.1	13666	16369	-							MAGCAS_106	2704		
rRNA		GCA_002762255.1	Primary Assembly	chromosome	variant12	CM008570.1	13666	16369	-				23S ribosomal RNA			MAGCAS_106	2704		
gene	rRNA	GCA_002762255.1	Primary Assembly	chromosome	variant12	CM008570.1	16930	18488	-							MAGCAS_105	1559		
rRNA		GCA_002762255.1	Primary Assembly	chromosome	variant12	CM008570.1	16930	18488	-				16S ribosomal RNA			MAGCAS_105	1559		
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant13	CM008571.1	3563	4297	+					cobH		MAGCAS_107	735		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant13	CM008571.1	3563	4297	+	PIM95066.1			Precorrin-8X methylmutase	cobH		MAGCAS_107	735	244	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant13	CM008571.1	4340	5269	-					ribD		MAGCAS_108	930		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant13	CM008571.1	4340	5269	-	PIM95067.1			Riboflavin biosynthesis protein RibD	ribD		MAGCAS_108	930	309	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant13	CM008571.1	5754	9428	+					rpoB		MAGCAS_109	3675		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant13	CM008571.1	5754	9428	+	PIM95068.1			DNA-directed RNA polymerase subunit beta	rpoB		MAGCAS_109	3675	1224	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant13	CM008571.1	9506	13417	+					rpoC		MAGCAS_110	3912		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant13	CM008571.1	9506	13417	+	PIM95069.1			DNA-directed RNA polymerase subunit beta'	rpoC		MAGCAS_110	3912	1303	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant14	CM008572.1	20	1252	+					glyA		MAGCAS_111	1233		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant14	CM008572.1	20	1252	+	PIM95061.1			Serine hydroxymethyltransferase	glyA		MAGCAS_111	1233	410	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant14	CM008572.1	1488	2048	+					ribC		MAGCAS_112	561		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant14	CM008572.1	1488	2048	+	PIM95062.1			Riboflavin synthase alpha chain	ribC		MAGCAS_112	561	186	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant14	CM008572.1	4536	5972	+					gatA		MAGCAS_113	1437		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant14	CM008572.1	4536	5972	+	PIM95063.1			Glutamyl-tRNA(Gln) amidotransferase subunit A	gatA		MAGCAS_113	1437	478	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant14	CM008572.1	9916	10647	+					tsf		MAGCAS_114	732		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant14	CM008572.1	9916	10647	+	PIM95064.1			elongation factor EF-Ts	tsf		MAGCAS_114	732	243	
gene	rRNA	GCA_002762255.1	Primary Assembly	chromosome	variant14	CM008572.1	12890	14452	+							MAGCAS_116	1563		
rRNA		GCA_002762255.1	Primary Assembly	chromosome	variant14	CM008572.1	12890	14452	+				16S ribosomal RNA			MAGCAS_116	1563		
gene	rRNA	GCA_002762255.1	Primary Assembly	chromosome	variant14	CM008572.1	15029	17740	+							MAGCAS_115	2712		
rRNA		GCA_002762255.1	Primary Assembly	chromosome	variant14	CM008572.1	15029	17740	+				23S ribosomal RNA			MAGCAS_115	2712		
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant15	CM008573.1	9395	10207	-					cobT		MAGCAS_117	813		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant15	CM008573.1	9395	10207	-	PIM95057.1			Aerobic cobaltochelatase subunit CobT	cobT		MAGCAS_117	813	270	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant15	CM008573.1	12889	13578	-					hisG		MAGCAS_118	690		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant15	CM008573.1	12889	13578	-	PIM95058.1			ATP phosphoribosyltransferase	hisG		MAGCAS_118	690	229	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant15	CM008573.1	15915	16667	-					cobM		MAGCAS_119	753		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant15	CM008573.1	15915	16667	-	PIM95059.1			Cobalt-precorrin-4 C(11)-methyltransferase	cobM		MAGCAS_119	753	250	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant16	CM008574.1	2474	2695	+					rpsP		MAGCAS_120	222		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant16	CM008574.1	2474	2695	+	PIM95050.1			30S ribosomal protein S16	rpsP		MAGCAS_120	222	73	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant16	CM008574.1	2879	3901	-					cysK		MAGCAS_121	1023		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant16	CM008574.1	2879	3901	-	PIM95051.1			Cysteine synthase	cysK		MAGCAS_121	1023	340	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant16	CM008574.1	4144	4800	-					fpr		MAGCAS_122	657		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant16	CM008574.1	4144	4800	-	PIM95052.1			Ferredoxin--NADP reductase	fpr		MAGCAS_122	657	218	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant16	CM008574.1	8266	8862	-					ctaC		MAGCAS_123	597		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant16	CM008574.1	8266	8862	-	PIM95053.1			cytochrome c oxidase subunit 2	ctaC		MAGCAS_123	597	198	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant17	CM008575.1	1733	2293	-					cobB2		MAGCAS_124	561		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant17	CM008575.1	1733	2293	-	PIM95047.1			Hydrogenobyrinate a,c-diamide synthase	cobB2		MAGCAS_124	561	186	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant17	CM008575.1	4128	5057	-					ribD		MAGCAS_125	930		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant17	CM008575.1	4128	5057	-	PIM95048.1			Riboflavin biosynthesis protein RibD	ribD		MAGCAS_125	930	309	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant17	CM008575.1	13768	15216	-					cobQ		MAGCAS_126	1449		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant17	CM008575.1	13768	15216	-	PIM95049.1			Cobyric acid synthase	cobQ		MAGCAS_126	1449	482	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant18	CM008576.1	151	903	-					cobM		MAGCAS_127	753		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant18	CM008576.1	151	903	-	PIM95022.1			Cobalt-precorrin-4 C(11)-methyltransferase	cobM		MAGCAS_127	753	250	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant18	CM008576.1	6307	7266	-					cobD		MAGCAS_128	960		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant18	CM008576.1	6307	7266	-	PIM95023.1			cobalamin biosynthesis protein	cobD		MAGCAS_128	960	319	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant18	CM008576.1	7691	8476	-					pcobS		MAGCAS_129	786		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant18	CM008576.1	7691	8476	-	PIM95024.1			Cobalamin biosynthesis protein CobS	pcobS		MAGCAS_129	786	261	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant18	CM008576.1	9415	12609	-					cobN		MAGCAS_130	3195		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant18	CM008576.1	9415	12609	-	PIM95025.1			Aerobic cobaltochelatase subunit CobN	cobN		MAGCAS_130	3195	1064	
gene	rRNA	GCA_002762255.1	Primary Assembly	chromosome	variant19	CM008577.1	1241	2794	+							MAGCAS_131	1554		
rRNA		GCA_002762255.1	Primary Assembly	chromosome	variant19	CM008577.1	1241	2794	+				16S ribosomal RNA			MAGCAS_131	1554		
gene	rRNA	GCA_002762255.1	Primary Assembly	chromosome	variant19	CM008577.1	2900	5605	+							MAGCAS_132	2706		
rRNA		GCA_002762255.1	Primary Assembly	chromosome	variant19	CM008577.1	2900	5605	+				23S ribosomal RNA			MAGCAS_132	2706		
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant19	CM008577.1	6032	7048	+							MAGCAS_133	1017		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant19	CM008577.1	6032	7048	+	PIM95020.1			hypothetical protein			MAGCAS_133	1017	338	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant19	CM008577.1	8346	9047	+					tsf		MAGCAS_134	702		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant19	CM008577.1	8346	9047	+	PIM95021.1			elongation factor EF-Ts	tsf		MAGCAS_134	702	233	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant20	CM008579.1	2690	3550	-					cobD		MAGCAS_135	861		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant20	CM008579.1	2690	3550	-	PIM95018.1			cobalamin biosynthesis protein	cobD		MAGCAS_135	861	286	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant21	CM008580.1	283	984	+					tsf		MAGCAS_136	702		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant21	CM008580.1	283	984	+	PIM95016.1			elongation factor EF-Ts	tsf		MAGCAS_136	702	233	
gene	rRNA	GCA_002762255.1	Primary Assembly	chromosome	variant21	CM008580.1	2385	3918	+							MAGCAS_138	1534		
rRNA		GCA_002762255.1	Primary Assembly	chromosome	variant21	CM008580.1	2385	3918	+				16S ribosomal RNA			MAGCAS_138	1534		
gene	rRNA	GCA_002762255.1	Primary Assembly	chromosome	variant21	CM008580.1	4097	6779	+							MAGCAS_137	2683		
rRNA		GCA_002762255.1	Primary Assembly	chromosome	variant21	CM008580.1	4097	6779	+				23S ribosomal RNA			MAGCAS_137	2683		
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant21	CM008580.1	7030	7149	+					rpmF		MAGCAS_139	120		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant21	CM008580.1	7030	7149	+	PIM95017.1			50S ribosomal protein L32	rpmF		MAGCAS_139	120	39	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant22	CM008581.1	655	1215	-					ribC		MAGCAS_140	561		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant22	CM008581.1	655	1215	-	PIM95009.1			Riboflavin synthase alpha chain	ribC		MAGCAS_140	561	186	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant22	CM008581.1	1451	2812	-					glyA		MAGCAS_141	1362		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant22	CM008581.1	1451	2812	-	PIM95010.1			Serine hydroxymethyltransferase	glyA		MAGCAS_141	1362	453	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant22	CM008581.1	3012	3443	-					rpsL		MAGCAS_142	432		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant22	CM008581.1	3012	3443	-	PIM95011.1			30S ribosomal protein S12	rpsL		MAGCAS_142	432	143	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant23	CM008582.1	421	1056	-					prfA		MAGCAS_143	636		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant23	CM008582.1	421	1056	-	PIM95008.1			Peptide chain release factor 1	prfA		MAGCAS_143	636	211	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant24	CM008583.1	28	477	-					def		MAGCAS_144	450		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant24	CM008583.1	28	477	-	PIM95005.1			Peptide deformylase	def		MAGCAS_144	450	149	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant25	CM008584.1	304	918	+					tilS		MAGCAS_145	615		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant25	CM008584.1	304	918	+	PIM94994.1			tRNA(Ile)-lysidine synthetase	tilS		MAGCAS_145	615	204	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant25	CM008584.1	944	4582	+					rpoB		MAGCAS_146	3639		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant25	CM008584.1	944	4582	+	PIM94995.1			DNA-directed RNA polymerase subunit beta	rpoB		MAGCAS_146	3639	1212	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant25	CM008584.1	4594	8580	+					rpoC		MAGCAS_147	3987		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant25	CM008584.1	4594	8580	+	PIM94996.1			DNA-directed RNA polymerase subunit beta'	rpoC		MAGCAS_147	3987	1328	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant25	CM008584.1	12810	14291	+					infB		MAGCAS_148	1482		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant25	CM008584.1	12810	14291	+	PIM94997.1			Translation initiation factor IF-2	infB		MAGCAS_148	1482	493	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant25	CM008584.1	17323	18102	+					cbiX		MAGCAS_149	780		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant25	CM008584.1	17323	18102	+	PIM94998.1			Sirohydrochlorin cobaltochelatase	cbiX		MAGCAS_149	780	259	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant25	CM008584.1	23856	24800	-					cobD		MAGCAS_150	945		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant25	CM008584.1	23856	24800	-	PIM94999.1			cobalamin biosynthesis protein	cobD		MAGCAS_150	945	314	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant25	CM008584.1	25209	26204	-					pcobS		MAGCAS_151	996		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant25	CM008584.1	25209	26204	-	PIM95000.1			Cobalamin biosynthesis protein CobS	pcobS		MAGCAS_151	996	331	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant25	CM008584.1	26647	27897	+					rpoD		MAGCAS_152	1251		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant25	CM008584.1	26647	27897	+	PIM95001.1			RNA polymerase sigma factor rpoD	rpoD		MAGCAS_152	1251	416	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant25	CM008584.1	33713	34690	-					ribD		MAGCAS_153	978		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant25	CM008584.1	33713	34690	-	PIM95002.1			Riboflavin biosynthesis protein RibD	ribD		MAGCAS_153	978	325	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant25	CM008584.1	34760	35263	-					clpP		MAGCAS_154	504		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant25	CM008584.1	34760	35263	-	PIM95003.1			ATP-dependent Clp protease proteolytic subunit precursor	clpP		MAGCAS_154	504	167	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant25	CM008584.1	40958	41581	-					cobI		MAGCAS_155	624		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant25	CM008584.1	40958	41581	-	PIM95004.1			Precorrin-2 C(20)-methyltransferase	cobI		MAGCAS_155	624	207	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant26	CM008585.1	2463	6101	+					rpoB		MAGCAS_156	3639		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant26	CM008585.1	2463	6101	+	PIM94985.1			DNA-directed RNA polymerase subunit beta	rpoB		MAGCAS_156	3639	1212	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant26	CM008585.1	6113	10099	+					rpoC		MAGCAS_157	3987		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant26	CM008585.1	6113	10099	+	PIM94986.1			DNA-directed RNA polymerase subunit beta'	rpoC		MAGCAS_157	3987	1328	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant26	CM008585.1	13633	14916	-					rpoD		MAGCAS_158	1284		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant26	CM008585.1	13633	14916	-	PIM94987.1			RNA polymerase sigma factor rpoD	rpoD		MAGCAS_158	1284	427	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant26	CM008585.1	15415	16359	+					pcobS		MAGCAS_159	945		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant26	CM008585.1	15415	16359	+	PIM94988.1			Cobalamin biosynthesis protein CobS	pcobS		MAGCAS_159	945	314	
gene	protein_coding	GCA_002762255.1	Primary Assembly	chromosome	variant26	CM008585.1	16819	17703	+					cobD		MAGCAS_160	885		
CDS	with_protein	GCA_002762255.1	Primary Assembly	chromosome	variant26	CM008585.1	16819	17703	+	PIM94989.1			cobalamin biosynthesis protein	cobD		MAGCAS_160	885	294	
